Grid,Name,Sector,Affiliation,Suns,Moons,Population,Climate,Terrain
N-7,Wayland,Ojoster,,,,,,
N-7,Emoh,Ploo,,,,,,
N-7,Ploo,Ploo,,,,,,
N-7,Plooriod,Ploo,,,,,,
N-7,Serroco,Ploo,,,,,,
N-7,Alk'Lellish,Sumitra,,,,,,
N-7,Aquaris,Sumitra,,,,,,
N-7,Boordii,Sumitra,,,,,,
N-7,Cvetaen,Sumitra,,,,,,
N-7,Geedon,Sumitra,,,,,,
N-7,Oolex Pulsar,Sumitra,,,,,,
N-7,Sumitra,Sumitra,,,,,,
N-7,Tocan,Sumitra,,,,,,
N-7,Gerinia,Trans-Vulta,,,,,,
N-7,Null,Trans-Vulta,,,,,,
N-7,Nyriaan,Trans-Vulta,,,,,,
N-7,Orto Norwe,Trans-Vulta,,,,,,
N-7,Ryyk Nebula,Trans-Vulta,,,,,,
N-7,Skorrupon,Trans-Vulta,,,,,,
N-7,Vulta,Trans-Vulta,,,,,,
N-8,Arakein,,,,,,,
N-8,Asrat,,Galactic Empire,,,,,
N-8,Bathoris,,Jedi Order,,,,,
N-8,Berchest Anthos,,,,,,,
N-8,Boosodia,,,,,,,
N-8,Carest,,,,,,,
N-8,Dunnak,,,,,,,Terrestrial
N-8,Eshan,,,,,,,
N-8,Filordis Larrin,,,,,,,
N-8,Gantonnerre,,,,,,,
N-8,Juzzia,,,,,,,
N-8,Kizan,,,,,,,
N-8,Koaan,,Galactic Empire,,,,,Hills
N-8,Levian,,,,,,,
N-8,Lhosa,,,,,,,
N-8,Little Atullus Anthos,,,,,,,
N-8,Martaus,,,,,,,
N-8,Matarri,,,,,,,
N-8,Nolar,,,,,,,
N-8,Obroa-skai,,,,,,,
N-8,Orchis,,,,,,,
N-8,Phateem,,,,,,,Bamboo forests Mountains
N-8,Relatta,,,,,,,
N-8,Rigovia,,,,,,,
N-8,Sab Rufo,,,,,,,
N-8,Sauwecera,,,,,,,
N-8,Tandis,,,,,,,
N-8,Tisheraan,,,,,,,
N-8,Tyrusia,,,,,,,
N-8,Ubduria,,,,,,,
N-8,Yantha,,,,,,,
N-8,Andurkoss,Nouane,,,,,,
N-8,Dwartii,Nouane,,,,,,
N-8,Metlok,Nouane,,,,,,
N-8,Nouane,Nouane,,,,,,
N-8,Chazwa,Orus,,,,,,
N-8,Ch'zimi'kho,Zeemacht Cluster,,,,,,
N-8,Melchior,Zeemacht Cluster,,,,,,
N-8,Tirahnn,Zeemacht Cluster,,,,,,
N-8,Zekulae,Zeemacht Cluster,,,,,,
N-9,Almakar,,,,,,,
N-9,Bamasia,,,,,,,
N-9,Berri,,Galactic Empire,,,,Hot,
N-9,Charbodia,,,,,,,
N-9,Charenthoth,,,,,,,
N-9,Colla,,,,,,,
N-9,Cordes,,Galactic Empire,,,,,
N-9,Corroth,,Galactic Republic,,,,,
N-9,Corvanni Neshig,,,,,,,
N-9,Cyclorria,,,,,,,
N-9,Eilnia,,,,,,,
N-9,Glassferra,,,,,,,
N-9,Gryphon,,,,,,,Mountains
N-9,Harkrova,,,,,,,
N-9,Iloh,,,,,,Tropical,Archipelagos Oceans
N-9,Imroosia,,,,,,Searing hot,Volcanic
N-9,Kloper,,New Republic,,,,,
N-9,Korev Zaric,,,,,,,
N-9,Manress,,,,,,,
N-9,Manwess Kilbanis,,,,,,,
N-9,Matterhelm,,,,,,,
N-9,Pindra,,,,,,,
N-9,Spanthaer,,,,,,,
N-9,Tala,,,,,,,
N-9,Tentraxis,,,,,,,
N-9,Tevraki,,,,,,,
N-9,Tibro Baronos,,,,,,,
N-9,Tolfrania,,,,,,,
N-9,Useria,,,,Useria's moon,,,
N-9,Virkoi,,Galactic Empire,,,,,Oceans
N-9,Vorsia,,,,,,,
N-9,Vundaria,,,,,,,
N-9,Gelviddis,Cluster,,,,,,
N-9,Daedalon,Ktilac Regions,,,,,,
N-9,Ktil,Ktilac Regions,,,,,,
N-9,Nahsu Minor,Ktilac Regions,,,,,,
N-9,Tocoya,Ktilac Regions,,,,,,
N-9,Tun Wala,Ktilac Regions,,,,,,
N-9,Vob,Ktilac Regions,,,,,,
N-9,Arvaka,Prime,,,,,,
N-10,Acachla,,,,,,,
N-10,Arcadi,,,,,,,
N-10,Barcola,,,,,,,Barren
N-10,Bastatha,,Rinnrivin Di's cartel,Bastatha system sun,,,,
N-10,Bezha,,,,,,,
N-10,Brix,,,,,,,
N-10,Commenor,,Inner systems' Imperial remnant New Republic,,,,,
N-10,Dartessex,,,,,,,
N-10,Falasia,,,,,,,
N-10,Faro,,,,,,,
N-10,Ferona Vivaros,,,,,,,
N-10,Fillithar,,,,,,,
N-10,Foundry,,Techno Union Galactic Empire,,,,,
N-10,Gaxxa,,,,,,,
N-10,Goliath Mal,,,,,,,
N-10,Gravdinia,,,,,,,
N-10,H'ratth,,Jedi Order,1,,,,Plains Lush forests Rock pinnacles Deserts
N-10,Halais,,,,,,,
N-10,Hino,,,,,,,
N-10,Ivis,,,,,,,
N-10,Kaa,,,,,,,
N-10,Konos,,,,,,,
N-10,Llorkan,,Galactic Empire,,,,,
N-10,Lurania,,,,,,,
N-10,Malano,,,,,,,
N-10,Mindemir,,Galactic Republic,,,,,
N-10,Mokk,,,,,,,
N-10,Ongella,,Galactic Empire,,,,,
N-10,Outer Mebarius,,,,,,,
N-10,Penga,,,,,,,
N-10,Resht,,,,,,,
N-10,Seraphan,,,,,,,
N-10,Tasrin,,,,,,,
N-10,Tcoleet,,,,,,,
N-10,Telti,,,,,,,
N-10,Uquine,,,,,,,
N-10,Vertseth,,Vertseth Automata,,,,,
N-10,Visseon,,,,,,,
N-10,Xobome,,,,,,,
N-10,Pavo,Prime,,,,,,
N-11,Damoria,,,,,,,
N-11,Fadden,,Galactic Republic,,,,,
N-11,Halanit,,,,,"10,000 (before Bacta War ) None",,Ice
L-14,Janako,,,,,,,
N-11,Lankashiir,,Galactic Empire,,,,,Forests
N-11,Mirran Morobe,,,,,,,
N-11,Narq,,,,,,,Fungus forests
N-11,Raed,,,,,,,
N-11,Talasea Morobe,,,,,,,
N-11,Vanjervalis,,,,,,,
N-11,Cato,Neimoidia Quellor,,,,,,
N-11,Deko,Neimoidia Quellor,,,,,,
N-11,Koru,Neimoidia Quellor,,,,,,
N-11,Alios,Rachuk,,,,,,
N-11,Chorax,Rachuk,,,,,,
N-11,Darek,Rachuk,,,,,,
N-11,Hensara,Rachuk,,,,,,
N-11,Rachuk,Rachuk,,,,,,
N-11,Tri-Barr,Station,,,,,,
N-12,Abednedo,,,,,,,
N-12,Agridorn,,Galactic Republic Galactic Empire,,,,,
N-12,Ailon,,,,,,,
N-12,Alfestril,,,,,,,
N-12,Antar,,,,At least 4: Antar 4 Dead Moon of Antar,,,
N-12,Antares,,,,,,,
N-12,Aquilae,,Galactic Republic,,,10 billion to 100 billion,,
N-12,Atapap,,,,,,,
N-12,Baklek,,,,,,,
N-12,Besnia,,,,,,,
N-12,Boledge,,,,,,,
N-12,Boudolayz,,Galactic Empire New Republic,,,,,
N-12,Candovant,,New Republic,,,,,
N-12,Caragon-Viner,,,,,,,
N-12,Elin Roe,,,,At least 5,,,
N-12,Espirion,,,,,,,
N-12,Feddasyr Elus,,,,,,,
N-12,Gantho,,New Republic,,,,,
N-12,Gra Ploven,,Galactic Empire,,,,,"Oceans , lakes"
N-12,Havricus,,,,,,,
N-12,Herstell,,,,,,,
N-12,Herzob,,,,,,,Fields Farmland
N-12,Huulia,,,,,,,
N-12,Kanzi,,,,,,,
N-12,Koensayr,,,,,,,Industrial Landscape
N-12,Korbori,,,,,,,
N-12,Lansend,,,,,,,
N-12,Off-Canau,,Galactic Republic,,,,,
N-12,Ondo,,,,,,,
N-12,Pestoriv,,,,,,,
N-12,Pondakree,,,,,,,
N-12,Regolith,,,,,,,
N-12,Shasa,,(s) Sith Sith Empire Order of Shasa,,,,,
N-12,Suntilla,,,,,,,
N-12,Targappia,,Galactic Republic,,,,,
N-12,Tholoth,,Galactic Republic Jedi Order Galactic Empire,,,,Temperate,
N-12,Ubardia,,New Republic,,,,,
N-12,Venustria,,,,,,,
N-12,Novoil,Cluster,,,,,,
N-12,Churr,Quellor,,,,,,
N-12,Quellor,Quellor,,,,,,
N-13,Bassel,,,,,,,
N-13,Chardaan,,,,,,,
N-13,Erhynradd,,,,,,,
N-13,Flandor,,,,,,,
N-13,Gendrah-Narvin,,,,,,,
N-13,Genon,,Black Sun,,,,,Mountains
N-13,Harbin-re,,,,,,,
N-13,Helleguth,,,,,,,
N-13,Mardona,,Galactic Empire,,,,,
N-13,Mavinia,,,,,,,
N-13,Ord Vaxal Callia,,,,,,,
N-13,Ronyards,,,,,,,Junk
N-13,Sagar Wentrion,,,,,,,
N-13,Salagor,,,,,,,
N-13,Sanej,,,,,,,
N-13,Skaradosh,,,2,At least 2,,Hot and arid,Desert wastelands
N-13,Spirana,,,,,,,
N-13,Wielu,,,2,,,,Jungles Beaches Ocean
N-13,Zeitooine,,Galactic Empire,,,,Cold,Jungle
N-13,Ardru,Iseno,,,,,,
N-13,Denon,Iseno,,,,,,
N-13,Iseno,Iseno,,,,,,
N-13,Giddea,Merthian,,,,,,
N-13,Merthia,Merthian,,,,,,
N-13,Rhommamool,Merthian,,,,,,
N-13,Tazan,Merthian,,,,,,
N-13,Ulness Prime,Merthian,,,,,,
N-13,Clerion,Palamut,,,,,,
N-13,Crystal Web Station,Palamut,,,,,,
N-13,Lockest,Palamut,,,,,,
N-13,Voidfire Nebula,Palamut,,,,,,
N-13,Eiloroseint,Tokamac,,,,,,
N-13,Karvathia,Tokamac,,,,,,
N-14,Babbadod,,,,,,,
N-14,Boriin,,,,,,,
N-14,Caska,,,,,,,
N-14,Ceiran,,,,,,,
N-14,Chaaktil,,,,,,,Desert
N-14,Chorin,,Galactic Empire,,,,,Mountains
N-14,Corips,,,,,,,
N-14,Dancreti,,,,,,,Jungle Swamp
N-14,Dardanellia,,,,,,,
N-14,Dargulli,,,,,,,
N-14,Erub,,,,,,,
N-14,Farbinda,,,,,,,
N-14,Fikzwaa,,Galactic Empire,,,Multiple billion,,
N-14,Fremond,,Galactic Empire,,,,,
N-14,Itani,,,,,,,
N-14,Jaatovi,,,,"At least 3, including the third moon",,,
N-14,Kalandis Pallis,,,,,,,
N-14,Marcadia,,,,,,,
L-13,Netalych,,Galactic Empire,1,,Less than 500 organics At least 1600 droids,Frigid,Glaciers
N-14,Nordra,,,,,,Arctic,Mountains Glaciers Lava lakes
N-14,Perithal,,,,,,,
N-14,Risso,,,,,,,
N-14,Sandonia,,,,,,,
N-14,Shibric,,,,,,,
N-14,Yorn Skot,,,,3,,,
N-14,Baroli,Baroli,,,,,,
N-14,Beroq,Baroli,,,,,,
N-14,Fleyars,Baroli,,,,,,
N-14,Mek'tradi,Baroli,,,,,,
N-14,Shrokaan,Baroli,,,,,,
N-14,Taldorrah,Baroli,,,,,,
N-14,Vernet,Baroli,,,,,,
N-14,Chadawa,Croynar,,,,,,
N-14,G'Tep'Noi,Croynar,,,,,,
N-14,Bogoa,Immerian Outback,,,,,,
N-14,Ciratu,Immerian Outback,,,,,,
N-14,Pamorjal,Immerian Outback,,,,,,
N-14,Shaymore,Immerian Outback,,,,,,
N-14,Arthuria,Merthian,,,,,,
N-14,Musca,Merthian,,,,,,
N-14,Itani,Nebula,,,,,,
N-14,Grandeel,Tynna,,,,,,
N-14,Kelarea,Tynna,,,,,,
N-14,Kenosha,Tynna,,,,,,
N-14,Klepthia,Tynna,,,,,,
N-14,Tynna,Tynna,,,,,,
N-14,Ashash,Zarracina,,,,,,
N-15,Raamen Tacuni,,,,,,,
N-15,Cridark,Baroli,,,,,,
N-15,Gacerian,Baroli,,,,,,
N-15,Garollia,Baroli,,,,,,
N-15,Tentrix,Baroli,,,,,,
N-15,Kerkoidia,Kira,,,,,,
N-15,Langston,Kira,,,,,,
N-15,Lazerian,Kira,,,,,,
N-15,Oggustus Nebula,Kira,,,,,,
N-15,Verullia,Kira,,,,,,
N-15,Ansillivog,Majoor,,,,,,
N-15,Bimin Three,Majoor,,,,,,
N-15,Drashima,Majoor,,,,,,
N-15,Gorma,Majoor,,,,,,
N-15,Ikon,Majoor,,,,,,
N-15,Insta,Majoor,,,,,,
N-15,M'haeli,Majoor,,,,,,
N-15,Majoor,Majoor,,,,,,
N-15,Morton,Majoor,,,,,,
N-15,Neijaia,Majoor,,,,,,
N-15,Ragith,Majoor,,,,,,
N-15,Ramordia,Majoor,,,,,,
N-15,Aguarl,Mbandamonte,,,,,,
N-15,Cerenia,Mbandamonte,,,,,,
N-15,Cuirilla,Mbandamonte,,,,,,
N-15,Moloskia,Mbandamonte,,,,,,
N-15,Armath,Mikaster,,,,,,
N-15,Derra,Mikaster,,,,,,
N-15,Linasals,Mikaster,,,,,,
N-15,Mikaster,Mikaster,,,,,,
N-16,Adner Yataga,,,,,,,
N-16,Zeolosia Mulgard (Hallu),,,,,,,
N-16,Bormus,Dustig,,,,,,
N-16,Burnsi,Dustig,,,,,,
N-16,Davezra,Dustig,,,,,,
N-16,Demos,Dustig,,,,,,
N-16,Dustig,Dustig,,,,,,
N-16,Karga,Dustig,,,,,,
N-16,Malastare,Dustig,,,,,,
N-16,Opari,Dustig,,,,,,
N-16,Turclom,Dustig,,,,,,
N-16,ZeHeth,Dustig,,,,,,
N-16,Arrgaw,Kira,,,,,,
N-19,Kira,Kira,,,,,,
N-16,Nigel,Kira,,,,,,
N-16,Pax,Kira,,,,,,
N-16,Pormthulis,Kira,,,,,,
N-16,Roldalna,Kira,,,,,,
N-16,Ropagi,Kira,,,,,,
N-16,Suria,Kira,,,,,,
N-16,Midarr,Mulgard,,,,,,
N-16,Seltos,Mulgard,,,,,,
N-16,Thiafeña,Mulgard,,,,,,
N-16,Umgul,Mulgard,,,,,,
N-16,Yeshocq,Mulgard,,,,,,
N-16,Sayblohn,Quess,,,,,,
N-16,Nuralee,Tyus,,,,,,
N-16,Sabanash,Tyus,,,,,,
N-16,Tyus Cluster,Tyus,,,,,,
N-16,Zelos,Tyus,,,,,,
N-16,Conjenus,Vish,,,,,,
N-16,Gammalin,Vish,,,,,,
N-16,Vishay,Vish,,,,,,
N-17,Cyclor,Alui,,,,,,
N-17,Joh'Cire,Alui,,,,,,
N-17,Ocahont,Alui,,,,,,
N-17,Arbra,Bon'nyuw-Luq,,,,,,
N-17,Crait,Bon'nyuw-Luq,,,,,,
N-17,Oetchi,Bon'nyuw-Luq,,,,,,
N-17,Verdanth,Bon'nyuw-Luq,,,,,,
N-17,Yethra,Bon'nyuw-Luq,,,,,,
N-17,Nuvar,Dustig,,,,,,
N-17,Var-Shaa,Dustig,,,,,,
N-17,Chal Hudda,Garis,,,,,,
N-17,Gaaten,Garis,,,,,,
N-17,Gazzari Minor,Garis,,,,,,
N-17,Aplooine,Grumani,,,,,,
N-17,Baraan-Fa,Grumani,,,,,,
N-17,Byllura,Grumani,,,,,,
N-17,Fiviune,Grumani,,,,,,
N-17,Fostin,Grumani,,,,,,
N-17,Gallion,Grumani,,,,,,
N-17,Greeve,Grumani,,,,,,
N-17,Heptooine,Grumani,,,,,,
N-17,Jubalene,Grumani,,,,,,
N-17,Maldroth,Grumani,,,,,,
N-17,Nakrikal Singularity,Grumani,,,,,,
N-17,Phaegon,Grumani,,,,,,
N-17,Samhar,Grumani,,,,,,
N-17,Sanrafsix,Grumani,,,,,,
N-17,Sarrassia,Grumani,,,,,,
N-17,Skarpos,Grumani,,,,,,
N-17,Syned,Grumani,,,,,,
N-17,Tramanos,Grumani,,,,,,
N-17,Vanahame,Grumani,,,,,,
N-17,Whinndor,Grumani,,,,,,
N-17,Old Mankoo,Quess,,,,,,
N-17,Tendo,Quess,,,,,,
N-17,Trevi,Quess,,,,,,
N-17,Baarstal,Sanbra,,,,,,
N-17,Belial,Sanbra,,,,,,
N-17,Azzameen,Station Garis,,,,,,
N-17,Harlequin,Station Garis,,,,,,
N-17,Twin Sun,Station Garis,,,,,,
N-18,Beetle Nebula,Bon'nyuw-Luq,,,,,,
N-18,Cerroban,Bon'nyuw-Luq,,,,,,
N-18,Destreg,Bon'nyuw-Luq,,,,,,
N-18,Gonda,Bon'nyuw-Luq,,,,,,
N-18,Luxiar,Bon'nyuw-Luq,,,,,,
N-18,Nellac Kram,Bon'nyuw-Luq,,,,,,
N-18,Sharlissia,Bon'nyuw-Luq,,,,,,
N-18,Speco,Bon'nyuw-Luq,,,,,,
N-18,Zairona,Bon'nyuw-Luq,,,,,,
N-18,Chagaria,Danjar,,,,,,
N-18,Engebo,Danjar,,,,,,
N-18,Entooine,Danjar,,,,,,
N-18,Hurrim,Danjar,,,,,,
N-18,Syboona,Danjar,,,,,,
N-18,Malloran,Garis,,,,,,
N-18,Omwat,Garis,,,,,,
N-18,Athio,Mayagil,,,,,,
N-18,Besn,Mayagil,,,,,,
N-18,Blarrum,Mayagil,,,,,,
N-18,Daxam,Mayagil,,,,,,
N-18,Dunari's Rest,Mayagil,,,,,,
N-18,Ihopek,Mayagil,,,,,,
N-18,Kabal,Mayagil,,,,,,
N-18,Muntro,Mayagil,,,,,,
N-18,Narth,Mayagil,,,,,,
N-18,Nezni,Mayagil,,,,,,
N-18,Pamarthe,Mayagil,,,,,,
N-18,Reyniu,Mayagil,,,,,,
N-18,Tolig,Mayagil,,,,,,
N-18,Vedis,Mayagil,,,,,,
N-18,Alis Point,Tamarin,,,,,,
N-18,Camen,Tamarin,,,,,,
N-18,Denbo,Tamarin,,,,,,
N-18,Dravian Starport,Tamarin,,,,,,
N-18,Garis,Tamarin,,,,,,
N-18,Langsha-Raang,Tamarin,,,,,,
N-18,Paucris Major,Tamarin,,,,,,
N-18,Rior,Tamarin,,,,,,
N-18,Sag Kemper,Tamarin,,,,,,
N-18,Saruwen Station,Tamarin,,,,,,
N-18,Z'trop,Tamarin,,,,,,
N-18,Zallo,Tamarin,,,,,,
N-18,Yarnil,Toblain,,,,,,
N-19,Qexis,Danjar,,,,,,
N-19,Rhamsis Callo,Danjar,,,,,,
N-19,Lanjer,Rseik,,,,,,
N-19,Laria,Rseik,,,,,,
N-19,Norsid,Rseik,,,,,,
N-19,Rindoon,Rseik,,,,,,
N-19,Sloogaria,Rseik,,,,,,
N-19,Valo,Rseik,,,,,,
N-19,Quintil,Svivreni,,,,,,
N-19,Bartokan,Tamarin,,,,,,
N-19,Bengely,Tamarin,,,,,,
N-19,DeGerrillion,Tamarin,,,,,,
N-19,Kirdo,Tamarin,,,,,,
N-19,Luj,Tamarin,,,,,,
N-19,Rantine Space Station,Tamarin,,,,,,
N-19,Ringlite,Tamarin,,,,,,
N-19,Sevarcos,Tamarin,,,,,,
N-19,Tertiary Fujar,Tamarin,,,,,,
N-19,Utrica,Tamarin,,,,,,
N-19,Yrrna,Tamarin,,,,,,
N-19,Deretta,Tarabba,,,,,,
N-19,Skustell Cluster,Tarabba,,,,,,
N-19,Utapau,Tarabba,,,,,,
N-20,Chortose,Rseik,,,,,,
N-20,Corva Yag,Rseik,,,,,,
N-20,Cotellier,Rseik,,,,,,
N-20,Delemede,Rseik,,,,,,
N-20,Iakar,Rseik,,,,,,
N-20,Ma'ar Shaddam,Rseik,,,,,,
N-20,Nalrith,Rseik,,,,,,
N-20,Rseik,Rseik,,,,,,
N-20,Spindrift,Rseik,,,,,,
N-20,Sunshi,Rseik,,,,,,
N-20,Taroon,Rseik,,,,,,
Q-11,Tyne Albamon,Rseik,,,,,,
N-20,Vanaria,Rseik,,,,,,
N-20,Vestar,Rseik,,,,,,
N-21,DNX-N1,,,,,,,
N-21,Ertrax,,,,,,,
O-2,Devil's Asteroid,,,,,,,
O-3,Bubble of the Lost,,,,,,,
O-3,Chiloon Rift,,,,,,,
O-3,Gorsh,,Genetech Laboratories,1: Gorsh (yellow),1: Tuvvet,"100,000",Hot,Ocean Swampy islands
O-3,Nagoa,,Valau,,,,,
O-3,Ramook,,,,,,,
O-3,Sarnus,,,,,,,
O-3,Yntrann,,,,,,,
O-3,Murninkam,Corva,,,,,,
O-3,Breta Yaga,Mieru'kar,,,,,,
O-3,Kellgar,Mieru'kar,,,,,,
O-3,Maltha Obex,Mieru'kar,,,,,,
O-3,Pitrillistia,Mieru'kar,,,,,,
O-3,Seltaya Major,Mieru'kar,,,,,,
O-3,Brink,Station,,,,,,
O-4,Rentalles,D'Astan,,,,,,
O-4,Cryon,Meram,,,,,,
O-4,Daranc,Meram,,,,,,
O-4,Gaalt,Meram,,,,,,
O-4,Kauron,Meram,,,,,,
O-4,Lusaanda,Meram,,,,,,
O-4,Misnor,Meram,,,,,,
O-4,Regalia,Meram,,,,,,
O-4,Simento-Threk,Meram,,,,,,
O-4,Valfin,Meram,,,,,,
O-4,Zorb,Meram,,,,,,
O-4,I'vorcia Prime,Mieru'kar,,,,,,
O-4,Di'wor,Morshdine,,,,,,
O-4,Miglar,Morshdine,,,,,,
O-4,Skaross,Morshdine,,,,,,
O-4,Tangrene,Morshdine,,,,,,
O-4,Kabieroun,Nijune,,,,,,
O-4,Mentanar Vosk,Nijune,,,,,,
O-4,Meserian,Nijune,,,,,,
O-4,Vannan,Nijune,,,,,,
O-5,Samarine D'Astan (Samarine),,,,,,,
O-5,Axxila,D'Astan,,,,,,
O-5,Clysm,D'Astan,,,,,,
O-5,Crossing Lanes Station,D'Astan,,,,,,
O-5,Galloa,D'Astan,,,,,,
O-5,Hexus,D'Astan,,,,,,
O-5,Jorgan,D'Astan,,,,,,
O-5,Nez Peron,D'Astan,,,,,,
O-5,Orra,D'Astan,,,,,,
O-5,Raada,D'Astan,,,,,,
O-5,Rivvidu,D'Astan,,,,,,
O-5,Simpla,Kalamith,,,,,,
O-5,Sorrus,Kalamith,,,,,,
O-5,Altyr,Morshdine,,,,,,
O-5,Camden,Morshdine,,,,,,
O-5,Desinta,Morshdine,,,,,,
O-5,Dur Sabon,Morshdine,,,,,,
O-5,Edusa,Morshdine,,,,,,
O-5,Ootoola,Morshdine,,,,,,
O-5,Thabeska,Morshdine,,,,,,
O-5,Valnoos,Morshdine,,,,,,
O-5,Vandyne,Morshdine,,,,,,
O-5,Priole Danna,Sprizen,,,,,,
J-7,Junction,Thesme,,,,,,
O-5,Katalia,Thesme,,,,,,
O-5,Thesme,Thesme,,,,,,
O-6,Portocari Belmsuth,,,,,,,
O-6,Alba,Belsmuth,,,,,,
O-6,Belsmuth,Belsmuth,,,,,,
O-6,Borkeen,Belsmuth,,,,,,
R-14,Botajef,Belsmuth,,,,,,
O-6,Crombach Nebula,Belsmuth,,,,,,
O-6,Dermos,Belsmuth,,,,,,
O-6,Galator,Belsmuth,,,,,,
O-6,Harloen,Belsmuth,,,,,,
O-6,Irmenu,Belsmuth,,,,,,
O-6,Katraasii,Belsmuth,,,,,,
O-6,Mepha'as Prime,Belsmuth,,,,,,
O-6,Narigus,Belsmuth,,,,,,
O-6,New Bornalex,Belsmuth,,,,,,
O-6,Qualthrough,Belsmuth,,,,,,
O-6,Raydonia,Belsmuth,,,,,,
O-6,Rirsack,Belsmuth,,,,,,
O-6,Shadren,Belsmuth,,,,,,
O-6,Sheris,Belsmuth,,,,,,
O-6,Solaest,Belsmuth,,,,,,
O-6,Verroth,Belsmuth,,,,,,
O-6,Antillion,D'Astan,,,,,,
O-6,Carruthia,D'Astan,,,,,,
O-6,Celanon,D'Astan,,,,,,
O-6,Doli,D'Astan,,,,,,
O-6,Flyntaria,D'Astan,,,,,,
O-6,Hakotei,D'Astan,,,,,,
O-6,Lorardia,D'Astan,,,,,,
O-6,Ord Cestus,D'Astan,,,,,,
O-6,Pedd,D'Astan,,,,,,
O-6,Akiva,Meerian,,,,,,
O-6,Bandomeer,Meerian,,,,,,
O-6,Cardo Minor,Meerian,,,,,,
O-6,Gorm,Meerian,,,,,,
O-6,Spellhaus,Meerian,,,,,,
O-6,Thomquizzar,Meerian,,,,,,
O-6,Vanquo,Meerian,,,,,,
O-6,Wrodi,Meerian,,,,,,
O-6,Abafar,Quelii,,,,,,
O-6,Amorris,Quelii,,,,,,
O-6,Cedre,Quelii,,,,,,
O-6,Corstris,Quelii,,,,,,
O-6,Dathomir,Quelii,,,,,,
O-6,Drackmar,Quelii,,,,,,
O-6,Fere,Quelii,,,,,,
O-6,Morseer,Quelii,,,,,,
O-6,Orimanther,Quelii,,,,,,
O-6,Ova,Quelii,,,,,,
O-6,Paecia,Quelii,,,,,,
O-6,Pil Diller,Quelii,,,,,,
O-6,Praven Prime,Quelii,,,,,,
O-6,Quelii,Quelii,,,,,,
O-6,Romik,Quelii,,,,,,
O-6,Varkana,Quelii,,,,,,
O-6,Varn,Quelii,,,,,,
O-6,Wol Cabassh,Quelii,,,,,,
O-6,Bahlah,Thesme,,,,,,
O-6,Daxan Beta,Thesme,,,,,,
O-6,Druulgotha,Thesme,,,,,,
O-6,Ferrous Aurora Nebula,Thesme,,,,,,
O-6,Galltine,Thesme,,,,,,
O-6,Hijado,Thesme,,,,,,
O-6,Hinari,Thesme,,,,,,
O-6,Landor,Thesme,,,,,,
O-6,Mennar-Daye,Thesme,,,,,,
O-6,Merj,Thesme,,,,,,
O-6,Moseum,Thesme,,,,,,
O-6,New Drev'starn,Thesme,,,,,,
O-6,Quyste,Thesme,,,,,,
O-6,Sawaya,Thesme,,,,,,
O-6,Steergard,Thesme,,,,,,
O-6,Tierell,Thesme,,,,,,
O-6,Ventrux,Thesme,,,,,,
O-7,Ramorea,,,,,,,
O-7,Belthu,Demetras,,,,,,
O-7,Fenel,Demetras,,,,,,
O-7,Kral'to,Demetras,,,,,,
O-7,Dooma,Dentari,,,,,,
O-7,Breshig,Mandalore,,,,,,
O-7,Cheravh,Mandalore,,,,,,
O-7,Concord Dawn,Mandalore,,,,,,
O-7,Draboon,Mandalore,,,,,,
O-7,Gargon,Mandalore,,,,,,
O-7,Gefthaine,Mandalore,,,,,,
O-7,Harswee,Mandalore,,,,,,
O-7,Hrthging,Mandalore,,,,,,
O-7,Jakelia,Mandalore,,,,,,
O-7,Krownest,Mandalore,,,,,,
O-7,Mandalore,Mandalore,,,,,,
O-7,Ordo,Mandalore,,,,,,
O-7,Vorpa'ya,Mandalore,,,,,,
O-7,Zanbar,Mandalore,,,,,,
O-7,Flashpoint,Meerian,,,,,,
O-7,Ord Fanthal,Ojoster,,,,,,
O-7,Xartun,Ojoster,,,,,,
O-7,Flax,Sumitra,,,,,,
O-7,Reegian,Sumitra,,,,,,
O-7,Thustra,Sumitra,,,,,,
O-7,Tierfon,Sumitra,,,,,,
O-7,Winnikk,Sumitra,,,,,,
O-7,Bedlam Pulsar,Thusa,,,,,,
O-7,Bedlam,Thusa,,,,,,
O-7,Daghee,Thusa,,,,,,
O-7,Gorvinia,Thusa,,,,,,
O-7,Praktin,Thusa,,,,,,
O-7,Geris,Trans-Vulta,,,,,,
O-7,Hortolo,Trans-Vulta,,,,,,
O-7,Surcaris,Trans-Vulta,,,,,,
O-7,Biravia,Venaarian,,,,,,
O-7,Fait d'Fait,Venaarian,,,,,,
O-7,Gairm,Venaarian,,,,,,
O-7,Keteeria,Venaarian,,,,,,
O-7,Kiva,Venaarian,,,,,,
O-7,Mes Cavoli,Venaarian,,,,,,
O-7,Omphalos,Venaarian,,,,,,
O-8,Amfar,,,,,,,Beaches
O-8,Avenel,,,,,,,
O-8,Chrona,,Galactic Republic Trade Federation Galactic Empire,,,,,
O-8,Clendor,,,,,,,
O-8,Dalcretti,,,,,,,
O-8,Eislo Eislomi,,,,,,,
O-8,Garr'lst,,,,,,,
O-8,Gravan,,,,,,,
O-8,Hapor,,,,,,,
O-8,Hasiki,,,,,,,
O-8,Hoven,,,,,,,
O-8,Korda,,(s) Galactic Empire Imperial Navy's officer corps Shadow Council Visler Korda's faction,,,,,
O-8,Majoros,,,,,,,
